id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1827267,1887699,0,0.0,0.0,0,0.0,0.0,0,1
1827267,1931469,0,0.0,0.0,0,0.0,0.0,1,1
1827267,1931552,0,0.0,0.0,0,0.0,0.0,0,1
1827473,1952205,0,0.0,0.0,0,0.0,0.0,2,1
1827729,1850963,0,0.0,0.0,0,0.0,0.0,0,1
1827729,1916797,0,0.0,0.0,0,0.0,0.0,2,1
1827729,1939713,0,0.0,0.0,0,0.0,0.0,2,1
1828268,1923428,0,0.0,0.0,0,0.0,0.0,1,1
1828268,1923430,0,0.0,0.0,0,0.0,0.0,2,1
1828268,1923788,0,0.0,0.0,0,0.0,0.0,1,1
1828268,1932631,0,0.0,0.0,0,0.0,0.0,1,1
1828268,1932688,0,0.0,0.0,0,0.0,0.0,1,1
1828268,1932739,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1922850,1,0.36926937306885504,0.06666666666666667,64,0.06666666666666667,0.5,2,-1
1828653,1922856,1,0.36926937306885504,0.06666666666666667,64,0.06666666666666667,0.5,2,-1
1828653,1922862,1,0.36926937306885504,0.06666666666666667,64,0.06666666666666667,0.5,2,-1
1828653,1922904,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1922907,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1923640,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1927155,1,0.36926937306885504,0.058823529411764705,80,0.06666666666666667,0.5,2,-1
1828653,1927166,1,0.36926937306885504,0.06666666666666667,64,0.06666666666666667,0.5,2,-1
1828653,1927200,1,0.36926937306885504,0.058823529411764705,80,0.06666666666666667,0.5,2,-1
1828653,1927223,1,0.36926937306885504,0.07142857142857142,56,0.06666666666666667,0.5,2,-1
1828653,1931563,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1932055,0,0.0,0.0,0,0.0,0.0,0,1
1828653,1932517,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1932529,0,0.0,0.0,0,0.0,0.0,1,1
1828653,1932531,0,0.0,0.0,0,0.0,0.0,1,1
1828659,1847840,0,0.0,0.0,0,0.0,0.0,1,1
1828659,1847845,0,0.0,0.0,0,0.0,0.0,1,1
1828659,1900088,2,0.9163279467515955,0.18181818181818182,30,0.22619047619047616,0.5,4,-1
1828659,1908485,2,0.9163279467515955,0.18181818181818182,30,0.22619047619047616,0.5,4,-1
1828659,1917784,1,0.40242960438184466,0.1111111111111111,21,0.08333333333333333,0.5,3,-1
1828659,1920465,1,0.40242960438184466,0.14285714285714285,15,0.08333333333333333,0.5,2,-1
1828659,1921353,2,0.9163279467515955,0.3333333333333333,15,0.22619047619047616,0.5,3,-1
1828659,1921457,1,0.40242960438184466,0.14285714285714285,15,0.08333333333333333,0.5,2,-1
1828659,1931391,2,0.9163279467515955,0.3333333333333333,15,0.22619047619047616,0.5,4,-1
1828659,1937281,0,0.0,0.0,0,0.0,0.0,2,1
1828659,1940513,1,0.40242960438184466,0.14285714285714285,15,0.08333333333333333,0.5,3,-1
1828659,1940741,1,0.40242960438184466,0.14285714285714285,15,0.08333333333333333,0.5,2,-1
1829002,1923352,0,0.0,0.0,0,0.0,0.0,1,1
1829002,1923715,0,0.0,0.0,0,0.0,0.0,2,1
1829058,1836879,0,0.0,0.0,0,0.0,0.0,0,1
1829058,1843591,0,0.0,0.0,0,0.0,0.0,0,1
1829058,1869090,0,0.0,0.0,0,0.0,0.0,2,1
1829058,1921575,0,0.0,0.0,0,0.0,0.0,0,1
1829058,1922401,0,0.0,0.0,0,0.0,0.0,2,1
1829058,1922823,0,0.0,0.0,0,0.0,0.0,0,1
1829074,1830414,0,0.0,0.0,0,0.0,0.0,2,1
1829074,1850647,0,0.0,0.0,0,0.0,0.0,2,1
1829074,1895491,0,0.0,0.0,0,0.0,0.0,2,1
1829074,1902956,0,0.0,0.0,0,0.0,0.0,2,1
1829074,1922163,0,0.0,0.0,0,0.0,0.0,2,1
1829074,1925688,0,0.0,0.0,0,0.0,0.0,2,1
1829257,1829281,0,0.0,0.0,0,0.0,0.0,2,1
1829257,1835860,0,0.0,0.0,0,0.0,0.0,1,1
1829257,1835865,0,0.0,0.0,0,0.0,0.0,1,1
1829257,1835866,0,0.0,0.0,0,0.0,0.0,1,1
1829257,1903564,0,0.0,0.0,0,0.0,0.0,2,1
1829257,1938854,0,0.0,0.0,0,0.0,0.0,1,1
1829281,1835860,0,0.0,0.0,0,0.0,0.0,1,1
1829281,1835865,0,0.0,0.0,0,0.0,0.0,1,1
1829281,1835866,0,0.0,0.0,0,0.0,0.0,1,1
1829281,1903564,0,0.0,0.0,0,0.0,0.0,2,1
1829281,1938854,0,0.0,0.0,0,0.0,0.0,1,1
1829417,1938156,0,0.0,0.0,0,0.0,0.0,2,1
1829417,1939346,0,0.0,0.0,0,0.0,0.0,1,1
1829417,1946753,0,0.0,0.0,0,0.0,0.0,2,1
1829417,1946766,0,0.0,0.0,0,0.0,0.0,2,1
1829417,1946894,0,0.0,0.0,0,0.0,0.0,2,1
1829513,1930349,0,0.0,0.0,0,0.0,0.0,2,1
1829743,1891383,0,0.0,0.0,0,0.0,0.0,1,1
1829743,1921913,0,0.0,0.0,0,0.0,0.0,1,1
1829743,1927648,0,0.0,0.0,0,0.0,0.0,2,1
1829926,1919946,0,0.0,0.0,0,0.0,0.0,1,1
1829926,1921106,0,0.0,0.0,0,0.0,0.0,1,1
1829926,1921120,0,0.0,0.0,0,0.0,0.0,1,1
1829926,1921369,0,0.0,0.0,0,0.0,0.0,1,1
1829926,1926262,0,0.0,0.0,0,0.0,0.0,1,1
1829926,1926267,0,0.0,0.0,0,0.0,0.0,0,1
1829926,1926904,0,0.0,0.0,0,0.0,0.0,1,1
1829926,1931187,0,0.0,0.0,0,0.0,0.0,0,1
1830053,1931212,0,0.0,0.0,0,0.0,0.0,0,1
1830054,1830067,0,0.0,0.0,0,0.0,0.0,2,1
1830054,1940169,0,0.0,0.0,0,0.0,0.0,1,1
1830054,1940174,0,0.0,0.0,0,0.0,0.0,1,1
1830054,1940525,0,0.0,0.0,0,0.0,0.0,1,1
1830054,1940584,0,0.0,0.0,0,0.0,0.0,2,1
1830054,1948141,0,0.0,0.0,0,0.0,0.0,2,1
1830067,1940169,0,0.0,0.0,0,0.0,0.0,1,1
1830067,1940174,0,0.0,0.0,0,0.0,0.0,1,1
1830067,1940525,0,0.0,0.0,0,0.0,0.0,1,1
1830067,1940584,0,0.0,0.0,0,0.0,0.0,2,1
1830067,1948141,0,0.0,0.0,0,0.0,0.0,2,1
1830243,1875382,0,0.0,0.0,0,0.0,0.0,2,1
1830414,1850647,0,0.0,0.0,0,0.0,0.0,2,1
1830414,1895491,0,0.0,0.0,0,0.0,0.0,2,1
1830414,1902956,0,0.0,0.0,0,0.0,0.0,2,1
1830414,1922163,0,0.0,0.0,0,0.0,0.0,2,1
1830414,1925688,0,0.0,0.0,0,0.0,0.0,2,1
1830688,1852447,0,0.0,0.0,0,0.0,0.0,2,1
1830688,1894002,0,0.0,0.0,0,0.0,0.0,2,1
1830688,1913624,0,0.0,0.0,0,0.0,0.0,2,1
1830688,1945671,0,0.0,0.0,0,0.0,0.0,2,1
1830688,1945761,0,0.0,0.0,0,0.0,0.0,2,1
1830866,1935477,0,0.0,0.0,0,0.0,0.0,2,1
1830866,1936563,0,0.0,0.0,0,0.0,0.0,2,1
1830866,1940742,0,0.0,0.0,0,0.0,0.0,1,1
1830866,1945462,0,0.0,0.0,0,0.0,0.0,2,1
1830866,1948548,0,0.0,0.0,0,0.0,0.0,1,1
1830920,1836213,0,0.0,0.0,0,0.0,0.0,0,1
1830920,1838505,0,0.0,0.0,0,0.0,0.0,2,1
1830920,1872464,0,0.0,0.0,0,0.0,0.0,2,1
1830920,1890633,0,0.0,0.0,0,0.0,0.0,0,1
1830920,1891057,2,0.8048592087636893,0.18181818181818182,42,0.16666666666666666,0.5,0,-1
1830920,1920945,0,0.0,0.0,0,0.0,0.0,1,1
1830920,1939574,2,0.8048592087636893,0.18181818181818182,42,0.16666666666666666,0.5,0,-1
1830920,1941043,2,0.8048592087636893,0.18181818181818182,42,0.16666666666666666,0.5,0,-1
1830920,1947820,2,0.8048592087636893,0.18181818181818182,42,0.16666666666666666,0.5,0,-1
1830920,1947944,0,0.0,0.0,0,0.0,0.0,2,1
1830920,1948305,2,0.8048592087636893,0.18181818181818182,42,0.16666666666666666,0.5,0,-1
1830920,1948400,0,0.0,0.0,0,0.0,0.0,0,1
1831176,1890295,0,0.0,0.0,0,0.0,0.0,0,1
1831176,1906951,0,0.0,0.0,0,0.0,0.0,0,1
1831176,1926776,0,0.0,0.0,0,0.0,0.0,0,1
1831247,1906728,0,0.0,0.0,0,0.0,0.0,1,1
1831247,1923454,0,0.0,0.0,0,0.0,0.0,1,1
1831247,1924201,0,0.0,0.0,0,0.0,0.0,1,1
1831420,1927663,0,0.0,0.0,0,0.0,0.0,2,1
1831420,1932430,0,0.0,0.0,0,0.0,0.0,2,1
1831420,1932444,0,0.0,0.0,0,0.0,0.0,2,1
1831420,1932478,0,0.0,0.0,0,0.0,0.0,1,1
1831526,1945508,0,0.0,0.0,0,0.0,0.0,1,1
1831526,1945623,0,0.0,0.0,0,0.0,0.0,1,1
1831738,1887361,0,0.0,0.0,0,0.0,0.0,0,1
1831738,1898516,0,0.0,0.0,0,0.0,0.0,0,1
1831738,1898972,0,0.0,0.0,0,0.0,0.0,0,1
1831738,1902231,1,0.4170323914242463,0.1,28,0.09090909090909091,0.5,0,-1
1831738,1902234,1,0.4170323914242463,0.1,28,0.09090909090909091,0.5,0,-1
1831738,1908430,1,0.4170323914242463,0.1,28,0.09090909090909091,0.5,0,-1
1831738,1924000,1,0.4170323914242463,0.1,28,0.09090909090909091,0.5,0,-1
1831738,1932428,0,0.0,0.0,0,0.0,0.0,0,1
1831738,1932489,0,0.0,0.0,0,0.0,0.0,0,1
1831738,1932599,0,0.0,0.0,0,0.0,0.0,0,1
1831738,1932604,0,0.0,0.0,0,0.0,0.0,0,1
1831893,1922104,0,0.0,0.0,0,0.0,0.0,1,1
1831893,1922124,0,0.0,0.0,0,0.0,0.0,1,1
1831893,1930633,0,0.0,0.0,0,0.0,0.0,2,1
1832095,1923896,0,0.0,0.0,0,0.0,0.0,2,1
1832783,1897237,0,0.0,0.0,0,0.0,0.0,0,1
1832783,1911910,0,0.0,0.0,0,0.0,0.0,1,1
1832783,1916815,0,0.0,0.0,0,0.0,0.0,0,1
1832783,1935200,0,0.0,0.0,0,0.0,0.0,0,1
1832844,1834567,0,0.0,0.0,0,0.0,0.0,0,1
1832844,1839759,0,0.0,0.0,0,0.0,0.0,0,1
1832844,1845306,0,0.0,0.0,0,0.0,0.0,0,1
1832844,1847996,0,0.0,0.0,0,0.0,0.0,0,1
1832844,1851292,1,0.5581106265512472,0.2,8,0.16666666666666666,0.5,0,-1
1832844,1895537,1,0.5581106265512472,0.2,8,0.16666666666666666,0.5,0,-1
1833211,1836002,0,0.0,0.0,0,0.0,0.0,0,1
1833211,1849600,0,0.0,0.0,0,0.0,0.0,1,1
1833211,1857339,0,0.0,0.0,0,0.0,0.0,0,1
1833211,1869220,0,0.0,0.0,0,0.0,0.0,1,1
1833211,1869269,0,0.0,0.0,0,0.0,0.0,0,1
1833211,1898688,0,0.0,0.0,0,0.0,0.0,0,1
1833211,1930135,0,0.0,0.0,0,0.0,0.0,0,1
1833211,1947694,0,0.0,0.0,0,0.0,0.0,0,1
1833211,1947855,0,0.0,0.0,0,0.0,0.0,0,1
1834446,1892845,0,0.0,0.0,0,0.0,0.0,2,1
1834446,1897347,1,0.6213349345596119,0.125,18,0.2,0.5,0,-1
1834446,1902829,0,0.0,0.0,0,0.0,0.0,2,1
1834446,1913872,0,0.0,0.0,0,0.0,0.0,2,1
1834446,1925449,0,0.0,0.0,0,0.0,0.0,2,1
1834446,1925576,0,0.0,0.0,0,0.0,0.0,2,1
1834446,1925611,1,0.6213349345596119,0.125,18,0.2,0.5,0,-1
1834446,1930551,1,0.6213349345596119,0.125,18,0.2,0.5,0,-1
1834446,1934524,0,0.0,0.0,0,0.0,0.0,2,1
1834521,1886868,1,0.48089834696298783,0.14285714285714285,16,0.125,0.5,0,-1
1834521,1903459,1,0.48089834696298783,0.14285714285714285,16,0.125,0.5,0,-1
1834521,1904635,0,0.0,0.0,0,0.0,0.0,0,1
1834521,1906821,1,0.48089834696298783,0.14285714285714285,16,0.125,0.5,0,-1
1834521,1907676,0,0.0,0.0,0,0.0,0.0,0,1
1834521,1911120,0,0.0,0.0,0,0.0,0.0,0,1
1834521,1924487,1,0.48089834696298783,0.14285714285714285,16,0.125,0.5,0,-1
1834521,1936969,1,0.4170323914242463,0.14285714285714285,16,0.09090909090909091,0.5,0,-1
1834521,1938111,1,0.4170323914242463,0.14285714285714285,16,0.09090909090909091,0.5,0,-1
1834521,1945554,0,0.0,0.0,0,0.0,0.0,0,1
1834521,1945646,1,0.4170323914242463,0.14285714285714285,16,0.09090909090909091,0.5,0,-1
1834521,1945717,1,0.4170323914242463,0.16666666666666666,12,0.09090909090909091,0.5,1,-1
1834521,1945741,1,0.4170323914242463,0.14285714285714285,16,0.09090909090909091,0.5,0,-1
1834521,1945829,1,0.4170323914242463,0.16666666666666666,12,0.09090909090909091,0.5,0,-1
1834521,1945852,1,0.4170323914242463,0.16666666666666666,12,0.09090909090909091,0.5,0,-1
1834567,1839759,0,0.0,0.0,0,0.0,0.0,1,1
1834567,1845306,0,0.0,0.0,0,0.0,0.0,0,1
1834567,1847996,0,0.0,0.0,0,0.0,0.0,2,1
1834567,1851292,1,0.5581106265512472,0.2,8,0.16666666666666666,0.5,3,-1
1834567,1895537,1,0.5581106265512472,0.2,8,0.16666666666666666,0.5,2,-1
